"month","age5","type","n","pp","npp"
2012-03-01,36,"Disabled Concession",42604,1259,33.8395552025417
2012-03-01,36,"Over 60 Concession",-1,-1,-1
2012-03-01,76,"Disabled Concession",-1,-1,-1
2012-03-01,56,"Disabled Concession",101623,3076,33.0373862158648
2012-03-01,71,"Over 60 Concession",1081030,51943,20.8118514525538
2012-03-01,46,"Over 60 Concession",-1,-1,-1
2012-03-01,66,"Disabled Concession",14434,478,30.1966527196653
2012-03-01,51,"Disabled Concession",95020,2771,34.290869722122
2012-03-01,61,"Over 60 Concession",98530,5108,19.2893500391543
2012-03-01,31,"Disabled Concession",41371,1210,34.1909090909091
2012-03-01,16,"Disabled Concession",2882,246,11.7154471544715
2012-03-01,61,"Disabled Concession",113678,3671,30.9664941432852
2012-03-01,21,"Disabled Concession",25074,972,25.7962962962963
2012-03-01,26,"Disabled Concession",34620,1198,28.89816360601
2012-03-01,76,"Over 60 Concession",1002342,45867,21.8532278108444
2012-03-01,46,"Disabled Concession",80088,2380,33.6504201680672
2012-03-01,71,"Disabled Concession",267,11,24.2727272727273
2012-03-01,41,"Disabled Concession",56573,1667,33.9370125974805
2012-03-01,10,"Disabled Concession",797,77,10.3506493506494
2012-03-01,81,"Over 60 Concession",1416492,64890,21.8291262135922
2012-03-01,66,"Over 60 Concession",1113155,56153,19.8236069310633
2012-03-01,5,"Disabled Concession",-1,-1,-1
2012-04-01,0,"Disabled Concession",-1,-1,-1
2012-04-01,31,"Disabled Concession",36733,1206,30.4585406301824
2012-04-01,66,"Disabled Concession",11953,442,27.0429864253394
2012-04-01,76,"Over 60 Concession",842956,42986,19.6100125622296
2012-04-01,46,"Disabled Concession",70219,2321,30.2537699267557
2012-04-01,5,"Disabled Concession",-1,-1,-1
2012-04-01,36,"Over 60 Concession",-1,-1,-1
2012-04-01,51,"Disabled Concession",83605,2756,30.3356313497823
2012-04-01,71,"Over 60 Concession",918560,48515,18.9335257136968
2012-04-01,81,"Disabled Concession",173,12,14.4166666666667
2012-04-01,61,"Disabled Concession",99845,3553,28.1016042780749
2012-04-01,16,"Disabled Concession",3409,263,12.9619771863118
2012-04-01,81,"Over 60 Concession",1167649,60255,19.3784582192349
2012-04-01,71,"Disabled Concession",-1,-1,-1
2012-04-01,10,"Disabled Concession",1205,91,13.2417582417582
2012-04-01,26,"Disabled Concession",29765,1165,25.549356223176
2012-04-01,61,"Over 60 Concession",90327,5189,17.4074002698015
2012-04-01,56,"Disabled Concession",88578,2984,29.6843163538874
2012-04-01,21,"Disabled Concession",21697,977,22.2077789150461
2012-04-01,76,"Disabled Concession",-1,-1,-1
2012-04-01,41,"Disabled Concession",51345,1649,31.137052759248
2012-04-01,66,"Over 60 Concession",949553,52733,18.0068078812129
2012-04-01,36,"Disabled Concession",37772,1249,30.2417934347478
2012-04-01,46,"Over 60 Concession",-1,-1,-1
2012-05-01,76,"Over 60 Concession",984415,45275,21.7430149088901
2012-05-01,61,"Over 60 Concession",120732,6276,19.2370936902486
2012-05-01,51,"Disabled Concession",94567,2822,33.5106307583274
2012-05-01,36,"Disabled Concession",44225,1263,35.0158353127474
2012-05-01,71,"Disabled Concession",216,11,19.6363636363636
2012-05-01,36,"Over 60 Concession",-1,-1,-1
2012-05-01,5,"Disabled Concession",-1,-1,-1
2012-05-01,56,"Disabled Concession",100415,3084,32.5599870298314
2012-05-01,46,"Over 60 Concession",-1,-1,-1
2012-05-01,81,"Disabled Concession",130,12,10.8333333333333
2012-05-01,16,"Disabled Concession",3073,233,13.1888412017167
2012-05-01,76,"Disabled Concession",-1,-1,-1
2012-05-01,31,"Disabled Concession",41839,1231,33.9878147847279
2012-05-01,0,"Disabled Concession",-1,-1,-1
2012-05-01,81,"Over 60 Concession",1371614,63518,21.5940993104317
2012-05-01,46,"Disabled Concession",78219,2430,32.1888888888889
2012-05-01,26,"Disabled Concession",33756,1186,28.4620573355818
2012-05-01,66,"Over 60 Concession",1099708,55370,19.8610800072241
2012-05-01,10,"Disabled Concession",873,82,10.6463414634146
2012-05-01,66,"Disabled Concession",13815,448,30.8370535714286
2012-05-01,21,"Disabled Concession",25940,993,26.122860020141
2012-05-01,41,"Disabled Concession",57247,1685,33.9744807121662
2012-05-01,71,"Over 60 Concession",1063419,51230,20.7577396056998
2012-05-01,61,"Disabled Concession",114233,3691,30.9490652939583
2012-06-01,61,"Over 60 Concession",118155,6395,18.4761532447224
2012-06-01,26,"Disabled Concession",29636,1141,25.9737072743208
2012-06-01,56,"Disabled Concession",93906,3060,30.6882352941176
2012-06-01,16,"Disabled Concession",3547,265,13.3849056603774
2012-06-01,76,"Over 60 Concession",916153,44506,20.5849323686694
2012-06-01,76,"Disabled Concession",-1,-1,-1
2012-06-01,66,"Over 60 Concession",1029190,54833,18.7695365929276
2012-06-01,41,"Disabled Concession",52938,1668,31.7374100719424
2012-06-01,10,"Disabled Concession",1062,90,11.8
2012-06-01,81,"Disabled Concession",142,13,10.9230769230769
2012-06-01,46,"Over 60 Concession",-1,-1,-1
2012-06-01,61,"Disabled Concession",106057,3605,29.4194174757282
2012-06-01,36,"Over 60 Concession",-1,-1,-1
2012-06-01,51,"Disabled Concession",88897,2773,32.0580598629643
2012-06-01,21,"Disabled Concession",24233,994,24.3792756539235
2012-06-01,5,"Disabled Concession",-1,-1,-1
2012-06-01,71,"Disabled Concession",125,11,11.3636363636364
2012-06-01,66,"Disabled Concession",12010,417,28.8009592326139
2012-06-01,36,"Disabled Concession",40471,1256,32.2221337579618
2012-06-01,46,"Disabled Concession",73896,2416,30.5860927152318
2012-06-01,31,"Disabled Concession",37820,1209,31.2820512820513
2012-06-01,71,"Over 60 Concession",995115,50317,19.776914362939
2012-06-01,0,"Disabled Concession",-1,-1,-1
2012-06-01,81,"Over 60 Concession",1259135,61914,20.3368381949155
2012-07-01,66,"Disabled Concession",12161,411,29.5888077858881
2012-07-01,56,"Disabled Concession",99551,3084,32.279831387808
2012-07-01,36,"Disabled Concession",42706,1265,33.7596837944664
2012-07-01,0,"Disabled Concession",-1,-1,-1
2012-07-01,36,"Over 60 Concession",-1,-1,-1
2012-07-01,51,"Disabled Concession",94374,2792,33.8015759312321
2012-07-01,61,"Over 60 Concession",137266,7139,19.2276229163748
2012-07-01,81,"Over 60 Concession",1352316,62748,21.5515394912985
2012-07-01,46,"Disabled Concession",78075,2393,32.6264103635604
2012-07-01,81,"Disabled Concession",207,13,15.9230769230769
2012-07-01,5,"Disabled Concession",-1,-1,-1
2012-07-01,10,"Disabled Concession",1314,96,13.6875
2012-07-01,31,"Disabled Concession",39583,1254,31.5653907496013
2012-07-01,16,"Disabled Concession",4032,274,14.7153284671533
2012-07-01,41,"Disabled Concession",57108,1701,33.5731922398589
2012-07-01,76,"Disabled Concession",-1,-1,-1
2012-07-01,46,"Over 60 Concession",-1,-1,-1
2012-07-01,21,"Disabled Concession",23566,995,23.6844221105528
2012-07-01,61,"Disabled Concession",112858,3667,30.7766566675757
2012-07-01,66,"Over 60 Concession",1104290,55603,19.8602593385249
2012-07-01,71,"Disabled Concession",257,10,25.7
2012-07-01,26,"Disabled Concession",31390,1177,26.6694987255735
2012-07-01,76,"Over 60 Concession",985003,45192,21.7959594618517
2012-07-01,71,"Over 60 Concession",1065272,51189,20.8105647697748
2012-08-01,76,"Over 60 Concession",994862,45276,21.9732750242954
2012-08-01,5,"Disabled Concession",-1,-1,-1
2012-08-01,71,"Disabled Concession",305,10,30.5
2012-08-01,46,"Over 60 Concession",-1,-1,-1
2012-08-01,71,"Over 60 Concession",1067697,51228,20.8420590302179
2012-08-01,16,"Disabled Concession",4694,298,15.751677852349
2012-08-01,31,"Disabled Concession",39436,1237,31.8803556992724
2012-08-01,10,"Disabled Concession",1751,109,16.0642201834862
2012-08-01,56,"Disabled Concession",99739,3058,32.6157619359058
2012-08-01,46,"Disabled Concession",79606,2396,33.2245409015025
2012-08-01,21,"Disabled Concession",23047,965,23.8829015544041
2012-08-01,66,"Disabled Concession",11435,388,29.4716494845361
2012-08-01,76,"Disabled Concession",-1,-1,-1
2012-08-01,81,"Disabled Concession",291,12,24.25
2012-08-01,0,"Disabled Concession",-1,-1,-1
2012-08-01,61,"Disabled Concession",113009,3615,31.2611341632089
2012-08-01,81,"Over 60 Concession",1373647,62466,21.9903147312138
2012-08-01,41,"Disabled Concession",56185,1684,33.3640142517815
2012-08-01,26,"Disabled Concession",31933,1131,28.2343059239611
2012-08-01,36,"Disabled Concession",41726,1261,33.0896114195083
2012-08-01,16,"Over 60 Concession",-1,-1,-1
2012-08-01,36,"Over 60 Concession",-1,-1,-1
2012-08-01,66,"Over 60 Concession",1105464,55867,19.7874237027225
2012-08-01,51,"Disabled Concession",95627,2767,34.5598120708348
2012-08-01,61,"Over 60 Concession",143630,7285,19.7158544955388
2012-09-01,66,"Disabled Concession",10835,380,28.5131578947368
2012-09-01,66,"Over 60 Concession",1081012,55869,19.3490486674184
2012-09-01,81,"Over 60 Concession",1322387,62337,21.2135168519499
2012-09-01,51,"Disabled Concession",94725,2793,33.9151450053706
2012-09-01,41,"Disabled Concession",54978,1693,32.4737152982871
2012-09-01,61,"Over 60 Concession",150019,7784,19.2727389516958
2012-09-01,31,"Disabled Concession",40050,1244,32.1945337620579
2012-09-01,46,"Over 60 Concession",-1,-1,-1
2012-09-01,61,"Disabled Concession",111601,3612,30.8972868217054
2012-09-01,71,"Over 60 Concession",1034347,51158,20.2186754759764
2012-09-01,21,"Disabled Concession",24737,997,24.8114343029087
2012-09-01,46,"Disabled Concession",79222,2405,32.9405405405405
2012-09-01,76,"Over 60 Concession",962291,45230,21.2755029847446
2012-09-01,36,"Over 60 Concession",-1,-1,-1
2012-09-01,5,"Disabled Concession",-1,-1,-1
2012-09-01,71,"Disabled Concession",288,10,28.8
2012-09-01,81,"Disabled Concession",297,12,24.75
2012-09-01,0,"Disabled Concession",-1,-1,-1
2012-09-01,26,"Disabled Concession",31601,1143,27.6474190726159
2012-09-01,16,"Disabled Concession",3949,272,14.5183823529412
2012-09-01,36,"Disabled Concession",41619,1263,32.9524940617577
2012-09-01,76,"Disabled Concession",-1,-1,-1
2012-09-01,10,"Disabled Concession",1325,102,12.9901960784314
2012-09-01,56,"Disabled Concession",97839,3111,31.4493731918997
2012-10-01,0,"Disabled Concession",-1,-1,-1
2012-10-01,36,"Disabled Concession",44225,1280,34.55078125
2012-10-01,46,"Over 60 Concession",-1,-1,-1
2012-10-01,31,"Disabled Concession",42432,1242,34.1642512077295
2012-10-01,61,"Disabled Concession",113694,3575,31.8025174825175
2012-10-01,61,"Over 60 Concession",163962,8155,20.1057020232986
2012-10-01,81,"Over 60 Concession",1396569,62418,22.3744592905893
2012-10-01,76,"Disabled Concession",-1,-1,-1
2012-10-01,66,"Disabled Concession",10641,358,29.7234636871508
2012-10-01,66,"Over 60 Concession",1157444,57234,20.2230142922039
2012-10-01,10,"Disabled Concession",1162,96,12.1041666666667
2012-10-01,41,"Disabled Concession",56636,1682,33.6718192627824
2012-10-01,46,"Disabled Concession",83161,2380,34.9415966386555
2012-10-01,76,"Over 60 Concession",1027175,45922,22.3678193458473
2012-10-01,71,"Over 60 Concession",1112622,52384,21.2397296884545
2012-10-01,26,"Disabled Concession",34413,1164,29.5644329896907
2012-10-01,51,"Disabled Concession",98124,2794,35.1195418754474
2012-10-01,16,"Disabled Concession",3715,289,12.8546712802768
2012-10-01,71,"Disabled Concession",347,10,34.7
2012-10-01,21,"Disabled Concession",25985,988,26.3006072874494
2012-10-01,81,"Disabled Concession",286,12,23.8333333333333
2012-10-01,5,"Disabled Concession",-1,-1,-1
2012-10-01,36,"Over 60 Concession",-1,-1,-1
2012-10-01,56,"Disabled Concession",102536,3077,33.3233669158271
2012-11-01,76,"Disabled Concession",-1,-1,-1
2012-11-01,51,"Disabled Concession",92416,2793,33.0884353741497
2012-11-01,26,"Disabled Concession",31890,1160,27.4913793103448
2012-11-01,76,"Over 60 Concession",965415,45719,21.1162755090881
2012-11-01,0,"Disabled Concession",-1,-1,-1
2012-11-01,16,"Disabled Concession",3830,291,13.1615120274914
2012-11-01,66,"Over 60 Concession",1112539,57562,19.3276640839443
2012-11-01,10,"Disabled Concession",1125,86,13.0813953488372
2012-11-01,61,"Disabled Concession",105684,3515,30.0665718349929
2012-11-01,46,"Disabled Concession",76268,2367,32.2213772708069
2012-11-01,21,"Disabled Concession",25738,984,26.1565040650407
2012-11-01,46,"Over 60 Concession",-1,-1,-1
2012-11-01,56,"Disabled Concession",95732,3027,31.6260323752891
2012-11-01,31,"Disabled Concession",39215,1210,32.4090909090909
2012-11-01,36,"Over 60 Concession",-1,-1,-1
2012-11-01,81,"Disabled Concession",263,15,17.5333333333333
2012-11-01,66,"Disabled Concession",9713,348,27.9109195402299
2012-11-01,71,"Over 60 Concession",1064490,52379,20.3228393058287
2012-11-01,61,"Over 60 Concession",169619,8776,19.3275979945305
2012-11-01,81,"Over 60 Concession",1281824,61071,20.9890782859295
2012-11-01,5,"Disabled Concession",91,10,9.1
2012-11-01,41,"Disabled Concession",53640,1662,32.2743682310469
2012-11-01,36,"Disabled Concession",41068,1289,31.8603568657874
2012-11-01,71,"Disabled Concession",239,10,23.9
2012-12-01,31,"Disabled Concession",33622,1225,27.4465306122449
2012-12-01,21,"Disabled Concession",21644,1018,21.2612966601179
2012-12-01,41,"Disabled Concession",47383,1653,28.664851784634
2012-12-01,71,"Disabled Concession",218,10,21.8
2012-12-01,36,"Over 60 Concession",-1,-1,-1
2012-12-01,71,"Over 60 Concession",939212,51652,18.1834585301634
2012-12-01,66,"Disabled Concession",8260,322,25.6521739130435
2012-12-01,36,"Disabled Concession",35537,1248,28.4751602564103
2012-12-01,46,"Over 60 Concession",-1,-1,-1
2012-12-01,0,"Disabled Concession",-1,-1,-1
2012-12-01,51,"Disabled Concession",80813,2757,29.3119332607907
2012-12-01,5,"Disabled Concession",121,11,11
2012-12-01,61,"Over 60 Concession",155649,8997,17.3001000333444
2012-12-01,26,"Disabled Concession",27431,1147,23.9154315605929
2012-12-01,81,"Disabled Concession",239,12,19.9166666666667
2012-12-01,81,"Over 60 Concession",1065718,58251,18.2952739008772
2012-12-01,46,"Disabled Concession",67776,2340,28.9641025641026
2012-12-01,76,"Over 60 Concession",837834,44494,18.8302692497865
2012-12-01,16,"Disabled Concession",3569,297,12.016835016835
2012-12-01,10,"Disabled Concession",1009,87,11.5977011494253
2012-12-01,61,"Disabled Concession",91702,3439,26.6653096830474
2012-12-01,56,"Disabled Concession",85858,3036,28.2799736495389
2012-12-01,76,"Disabled Concession",-1,-1,-1
2012-12-01,66,"Over 60 Concession",998369,57242,17.4411970231648
2013-01-01,81,"Disabled Concession",138,13,10.6153846153846
2013-01-01,66,"Over 60 Concession",995848,57084,17.445308667928
2013-01-01,41,"Disabled Concession",47835,1635,29.256880733945
2013-01-01,0,"Disabled Concession",-1,-1,-1
2013-01-01,36,"Over 60 Concession",-1,-1,-1
2013-01-01,5,"Disabled Concession",118,13,9.07692307692308
2013-01-01,76,"Disabled Concession",-1,-1,-1
2013-01-01,61,"Disabled Concession",90110,3418,26.3633703920421
2013-01-01,10,"Disabled Concession",1182,100,11.82
2013-01-01,21,"Disabled Concession",22870,1006,22.7335984095427
2013-01-01,81,"Over 60 Concession",975027,56671,17.2050431437596
2013-01-01,71,"Disabled Concession",-1,-1,-1
2013-01-01,51,"Disabled Concession",80296,2732,29.3909224011713
2013-01-01,56,"Disabled Concession",84915,2953,28.7555028784287
2013-01-01,71,"Over 60 Concession",924259,51134,18.075233699691
2013-01-01,76,"Over 60 Concession",801556,43908,18.2553520998451
2013-01-01,61,"Over 60 Concession",164479,9479,17.3519358582129
2013-01-01,26,"Disabled Concession",28847,1130,25.5283185840708
2013-01-01,66,"Disabled Concession",7372,302,24.4105960264901
2013-01-01,31,"Disabled Concession",34730,1207,28.7738193869097
2013-01-01,16,"Disabled Concession",3525,307,11.4820846905537
2013-01-01,46,"Disabled Concession",68534,2319,29.5532557136697
2013-01-01,36,"Disabled Concession",37217,1236,30.1108414239482
2013-02-01,71,"Disabled Concession",-1,-1,-1
2013-02-01,21,"Disabled Concession",22691,1013,22.3998025666338
2013-02-01,61,"Disabled Concession",88212,3410,25.8686217008798
2013-02-01,41,"Disabled Concession",47211,1658,28.4746682750302
2013-02-01,61,"Over 60 Concession",162475,9267,17.5326427106939
2013-02-01,46,"Over 60 Concession",-1,-1,-1
2013-02-01,36,"Over 60 Concession",-1,-1,-1
2013-02-01,81,"Over 60 Concession",1002638,55782,17.9742210748987
2013-02-01,36,"Disabled Concession",37326,1281,29.1381733021077
2013-02-01,66,"Over 60 Concession",954000,55050,17.3297002724796
2013-02-01,51,"Disabled Concession",78516,2751,28.5408942202835
2013-02-01,0,"Disabled Concession",-1,-1,-1
2013-02-01,46,"Disabled Concession",68028,2328,29.2216494845361
2013-02-01,56,"Disabled Concession",83541,2968,28.1472371967655
2013-02-01,66,"Disabled Concession",7373,281,26.2384341637011
2013-02-01,31,"Disabled Concession",33576,1188,28.2626262626263
2013-02-01,5,"Disabled Concession",131,14,9.35714285714286
2013-02-01,76,"Disabled Concession",-1,-1,-1
2013-02-01,16,"Disabled Concession",3891,315,12.352380952381
2013-02-01,76,"Over 60 Concession",796615,42883,18.5764755264324
2013-02-01,81,"Disabled Concession",214,10,21.4
2013-02-01,10,"Disabled Concession",1245,106,11.7452830188679
2013-02-01,71,"Over 60 Concession",893381,49618,18.0051795719295
2013-02-01,26,"Disabled Concession",29346,1155,25.4077922077922
2013-03-01,61,"Over 60 Concession",186877,10126,18.455164921983
2013-03-01,81,"Over 60 Concession",1034175,55561,18.6133258940624
2013-03-01,36,"Over 60 Concession",-1,-1,-1
2013-03-01,41,"Disabled Concession",51832,1675,30.9444776119403
2013-03-01,5,"Disabled Concession",146,17,8.58823529411765
2013-03-01,0,"Disabled Concession",-1,-1,-1
2013-03-01,36,"Disabled Concession",39431,1270,31.048031496063
2013-03-01,56,"Disabled Concession",88917,2990,29.738127090301
2013-03-01,66,"Disabled Concession",6999,272,25.7316176470588
2013-03-01,16,"Disabled Concession",3936,311,12.6559485530547
2013-03-01,51,"Disabled Concession",86756,2790,31.0953405017921
2013-03-01,10,"Disabled Concession",1295,104,12.4519230769231
2013-03-01,81,"Disabled Concession",242,10,24.2
2013-03-01,26,"Disabled Concession",32291,1159,27.8610871440897
2013-03-01,46,"Over 60 Concession",-1,-1,-1
2013-03-01,31,"Disabled Concession",36488,1211,30.130470685384
2013-03-01,71,"Disabled Concession",-1,-1,-1
2013-03-01,71,"Over 60 Concession",952576,50056,19.0302061690906
2013-03-01,46,"Disabled Concession",73802,2366,31.1927303465765
2013-03-01,76,"Over 60 Concession",842202,43280,19.4593807763401
2013-03-01,76,"Disabled Concession",-1,-1,-1
2013-03-01,21,"Disabled Concession",24192,993,24.3625377643505
2013-03-01,61,"Disabled Concession",93622,3368,27.7975059382423
2013-03-01,66,"Over 60 Concession",1033624,56162,18.4043303301164
2013-04-01,81,"Disabled Concession",245,10,24.5
2013-04-01,56,"Disabled Concession",95501,3030,31.5184818481848
2013-04-01,76,"Disabled Concession",-1,-1,-1
2013-04-01,76,"Over 60 Concession",897042,43598,20.5753016193403
2013-04-01,16,"Disabled Concession",4578,338,13.5443786982249
2013-04-01,26,"Disabled Concession",33336,1185,28.1316455696203
2013-04-01,71,"Disabled Concession",-1,-1,-1
2013-04-01,10,"Disabled Concession",1735,116,14.9568965517241
2013-04-01,0,"Disabled Concession",-1,-1,-1
2013-04-01,31,"Disabled Concession",38098,1220,31.227868852459
2013-04-01,36,"Over 60 Concession",-1,-1,-1
2013-04-01,21,"Disabled Concession",25808,1038,24.8631984585742
2013-04-01,81,"Over 60 Concession",1138314,56239,20.2406515051832
2013-04-01,61,"Over 60 Concession",198614,10289,19.303528039654
2013-04-01,41,"Disabled Concession",53742,1678,32.0274135876043
2013-04-01,5,"Disabled Concession",197,17,11.5882352941176
2013-04-01,46,"Disabled Concession",76308,2390,31.9280334728033
2013-04-01,66,"Disabled Concession",7289,279,26.1254480286738
2013-04-01,61,"Disabled Concession",101207,3401,29.758012349309
2013-04-01,66,"Over 60 Concession",1063584,55950,19.0095442359249
2013-04-01,36,"Disabled Concession",40915,1271,32.1911880409127
2013-04-01,51,"Disabled Concession",90403,2810,32.1718861209964
2013-04-01,71,"Over 60 Concession",998370,50362,19.8238751439577
2013-05-01,51,"Disabled Concession",96212,2843,33.8417164966585
2013-05-01,31,"Disabled Concession",40600,1246,32.5842696629214
2013-05-01,16,"Disabled Concession",4757,335,14.2
2013-05-01,76,"Over 60 Concession",941519,43587,21.6009131162961
2013-05-01,10,"Disabled Concession",1805,126,14.3253968253968
2013-05-01,71,"Disabled Concession",-1,-1,-1
2013-05-01,5,"Disabled Concession",179,16,11.1875
2013-05-01,71,"Over 60 Concession",1048780,50177,20.9016083065947
2013-05-01,81,"Over 60 Concession",1197305,56287,21.2714303480377
2013-05-01,46,"Disabled Concession",81716,2418,33.7948717948718
2013-05-01,61,"Disabled Concession",106466,3436,30.9854481955763
2013-05-01,66,"Over 60 Concession",1115128,56042,19.898076442668
2013-05-01,21,"Disabled Concession",26658,1042,25.5834932821497
2013-05-01,36,"Over 60 Concession",-1,-1,-1
2013-05-01,81,"Disabled Concession",287,11,26.0909090909091
2013-05-01,41,"Disabled Concession",57594,1692,34.0390070921986
2013-05-01,0,"Disabled Concession",-1,-1,-1
2013-05-01,76,"Disabled Concession",-1,-1,-1
2013-05-01,26,"Disabled Concession",32916,1176,27.9897959183673
2013-05-01,61,"Over 60 Concession",218327,10853,20.116741914678
2013-05-01,66,"Disabled Concession",7413,270,27.4555555555556
2013-05-01,56,"Disabled Concession",100628,3049,33.0036077402427
2013-05-01,36,"Disabled Concession",42403,1286,32.9727838258165
2013-06-01,71,"Over 60 Concession",1057398,50496,20.9402328897338
2013-06-01,76,"Over 60 Concession",952399,43697,21.7955237201639
2013-06-01,41,"Disabled Concession",57660,1693,34.0578854105139
2013-06-01,61,"Disabled Concession",108491,3464,31.3195727482679
2013-06-01,36,"Over 60 Concession",-1,-1,-1
2013-06-01,46,"Disabled Concession",82433,2461,33.4957334416904
2013-06-01,5,"Disabled Concession",165,17,9.70588235294118
2013-06-01,76,"Disabled Concession",-1,-1,-1
2013-06-01,56,"Disabled Concession",102983,3083,33.4035030814142
2013-06-01,36,"Disabled Concession",42041,1305,32.2153256704981
2013-06-01,0,"Disabled Concession",-1,-1,-1
2013-06-01,66,"Over 60 Concession",1126902,56357,19.9957769221215
2013-06-01,16,"Disabled Concession",4658,348,13.3850574712644
2013-06-01,21,"Disabled Concession",25604,1042,24.5719769673704
2013-06-01,61,"Over 60 Concession",223996,11109,20.1634710595013
2013-06-01,71,"Disabled Concession",-1,-1,-1
2013-06-01,81,"Disabled Concession",-1,-1,-1
2013-06-01,26,"Disabled Concession",33851,1204,28.1154485049834
2013-06-01,31,"Disabled Concession",41213,1260,32.7087301587302
2013-06-01,51,"Disabled Concession",97467,2855,34.139054290718
2013-06-01,10,"Disabled Concession",1723,114,15.1140350877193
2013-06-01,66,"Disabled Concession",7578,265,28.5962264150943
2013-06-01,81,"Over 60 Concession",1209173,56402,21.4384773589589
2013-07-01,10,"Disabled Concession",1894,125,15.152
2013-07-01,66,"Over 60 Concession",1188202,57153,20.7898448025475
2013-07-01,41,"Disabled Concession",60242,1741,34.6019529006318
2013-07-01,0,"Disabled Concession",-1,-1,-1
2013-07-01,36,"Over 60 Concession",-1,-1,-1
2013-07-01,81,"Disabled Concession",-1,-1,-1
2013-07-01,61,"Disabled Concession",113670,3512,32.3661731207289
2013-07-01,81,"Over 60 Concession",1244311,56134,22.1667973064453
2013-07-01,76,"Over 60 Concession",1000614,44101,22.6891453708533
2013-07-01,21,"Disabled Concession",25126,1029,24.4178814382896
2013-07-01,5,"Disabled Concession",197,20,9.85
2013-07-01,26,"Disabled Concession",35326,1189,29.7106812447435
2013-07-01,46,"Disabled Concession",87299,2487,35.1021310816244
2013-07-01,56,"Disabled Concession",108155,3112,34.754177377892
2013-07-01,36,"Disabled Concession",44177,1312,33.671493902439
2013-07-01,71,"Over 60 Concession",1112824,51041,21.8025508904606
2013-07-01,76,"Disabled Concession",-1,-1,-1
2013-07-01,66,"Disabled Concession",7036,254,27.7007874015748
2013-07-01,16,"Disabled Concession",5519,372,14.8360215053763
2013-07-01,31,"Disabled Concession",43094,1289,33.4321179208689
2013-07-01,71,"Disabled Concession",-1,-1,-1
2013-07-01,51,"Disabled Concession",102658,2872,35.7444289693593
2013-07-01,61,"Over 60 Concession",245435,11708,20.9630167406901
2013-08-01,71,"Over 60 Concession",1099085,51014,21.5447720233661
